cloud_cover_pct_mean,comarca,data_source,ndbi_max,ndbi_mean,ndbi_min,ndbi_stdDev,ndvi_max,ndvi_mean,ndvi_min,ndvi_stdDev,ndwi_max,ndwi_mean,ndwi_min,ndwi_stdDev,scene_count,schema_version,valid_pixel_count,window_end,window_id,window_start
61.76651266666667,Cuenca de Pamplona,GEE/COPERNICUS/S2_SR_HARMONIZED,0.9936099648475647,-0.08897164677170218,-0.8683308362960815,0.17874449734265932,0.9993727207183838,0.494121224130929,-0.9938080310821533,0.22735387732543483,0.9981867671012878,-0.5088983409824552,-0.9992748498916626,0.20364512576599766,6,v1.0,6541728,2019-01-17,W-20190101,2019-01-01
87.00226433333334,Cuenca de Pamplona,GEE/COPERNICUS/S2_SR_HARMONIZED,0.9980019927024841,-0.13506830842803322,-0.822342574596405,0.1883498532374137,0.9996575713157654,0.43965064279829746,-0.9887005686759949,0.23949346188165088,0.9940652847290039,-0.46816449962176165,-0.9994081258773804,0.2166963996802072,6,v1.0,3694205,2019-02-02,W-20190117,2019-01-17
34.596329833333336,Cuenca de Pamplona,GEE/COPERNICUS/S2_SR_HARMONIZED,1.0,-0.2612440342695591,-1.0,0.20345028187825678,1.0,0.43623509163207286,-1.0,0.2359135705619628,1.0,-0.43975358540901127,-1.0,0.2142463334465761,6,v1.0,10527686,2019-02-18,W-20190202,2019-02-02
38.70856283333334,Cuenca de Pamplona,GEE/COPERNICUS/S2_SR_HARMONIZED,0.9874213933944702,-0.1795013851893059,-0.8443998694419861,0.19801161187738622,0.9995023608207703,0.6073170724136332,-0.9829059839248657,0.22237625907640357,0.992277979850769,-0.5981094206936396,-0.9996086359024048,0.17622497480175253,6,v1.0,10427477,2019-03-22,W-20190306,2019-03-06
31.021360500000004,Cuenca de Pamplona,GEE/COPERNICUS/S2_SR_HARMONIZED,1.0,-0.1919881586078829,-0.7567362189292908,0.20970774023068023,1.0,0.6035519396097848,-1.0,0.2216365960781662,1.0,-0.593656194817046,-1.0,0.178221157947575,6,v1.0,10553331,2019-04-07,W-20190322,2019-03-22
80.9086445,Cuenca de Pamplona,GEE/COPERNICUS/S2_SR_HARMONIZED,0.7987927794456482,-0.2683609029983865,-0.8293159604072571,0.20707323575402947,0.9982094764709473,0.6003338217814251,-0.7864077687263489,0.2079593676519449,0.8580645322799683,-0.5697271339105826,-0.9981256127357483,0.1704961138047873,6,v1.0,2882012,2019-04-23,W-20190407,2019-04-07
50.82023183333333,Cuenca de Pamplona,GEE/COPERNICUS/S2_SR_HARMONIZED,0.9981150031089783,-0.3159363875103156,-0.8013656139373779,0.2158132892160869,0.9995802044868469,0.6220704481572327,-0.991631805896759,0.24702557482288443,0.9964912533760071,-0.5835949318242917,-0.9996471405029297,0.21016609010574205,6,v1.0,10446094,2019-05-09,W-20190423,2019-04-23
35.20190866666667,Cuenca de Pamplona,GEE/COPERNICUS/S2_SR_HARMONIZED,0.9985433220863342,-0.28237487101744513,-0.9363057613372803,0.18329906212432373,0.9989490509033203,0.6548855292193979,-0.9942528605461121,0.22733881894933092,0.9978166222572327,-0.6170001912695244,-0.9264026284217834,0.17577416964705286,6,v1.0,10491361,2019-06-10,W-20190525,2019-05-25
36.813948833333335,Cuenca de Pamplona,GEE/COPERNICUS/S2_SR_HARMONIZED,0.7474916577339172,-0.24581995121777314,-0.785096287727356,0.16176319973710648,0.9494195580482483,0.5878830892031534,-0.5546875,0.21252231728658577,0.6693163514137268,-0.5690853396295029,-0.8960000276565552,0.15099327456855455,6,v1.0,9186031,2019-06-26,W-20190610,2019-06-10
40.697465666666666,Cuenca de Pamplona,GEE/COPERNICUS/S2_SR_HARMONIZED,0.7198125720024109,-0.12304996002282938,-0.650561511516571,0.15896300275870293,0.9870888590812683,0.46868260335662104,-0.5646687746047974,0.24060314132858787,0.6960352659225464,-0.5175544175906854,-0.8755106329917908,0.16184249876454052,6,v1.0,10593546,2019-07-12,W-20190626,2019-06-26
56.096218666666665,Cuenca de Pamplona,GEE/COPERNICUS/S2_SR_HARMONIZED,0.9962476491928101,-0.07211720838427788,-0.6534124612808228,0.1836655400143015,0.9993919134140015,0.4487525904540153,-0.9855072498321533,0.266508427398368,0.996363639831543,-0.4974915799086376,-0.999496340751648,0.18292950855442275,6,v1.0,9304265,2019-07-28,W-20190712,2019-07-12
26.40019583333333,Cuenca de Pamplona,GEE/COPERNICUS/S2_SR_HARMONIZED,0.9009901285171509,-0.027452689242025038,-0.7187938094139099,0.2047051294771356,0.9577724933624268,0.42628217013222736,-0.9295774698257446,0.2806452948613736,0.9697884917259216,-0.4768431546100028,-0.91746586561203,0.2062530248525213,6,v1.0,10592551,2019-08-29,W-20190813,2019-08-13
52.8473855,Cuenca de Pamplona,GEE/COPERNICUS/S2_SR_HARMONIZED,0.76606684923172,-0.02288333785628619,-0.7392544150352478,0.20267361943765633,0.9712893962860107,0.4041423658363513,-0.7041420340538025,0.27563816362218885,0.7838982939720154,-0.4534556646290189,-0.9280993938446045,0.20596603071155253,6,v1.0,10504896,2019-09-14,W-20190829,2019-08-29
30.890677,Cuenca de Pamplona,GEE/COPERNICUS/S2_SR_HARMONIZED,0.9462365508079529,0.006625912569904587,-0.7723076939582825,0.196048425984528,1.0,0.37913029357645145,-0.9691358208656311,0.2703332576687217,0.9918434023857117,-0.4242223731697684,-1.0,0.20866522703380544,6,v1.0,10604681,2019-09-30,W-20190914,2019-09-14
50.827284333333346,Cuenca de Pamplona,GEE/COPERNICUS/S2_SR_HARMONIZED,0.8496240377426147,0.004513612456232169,-0.6579275727272034,0.20198711589932128,1.0,0.377913311707964,-0.8978102207183838,0.2720005231744043,0.9604519605636597,-0.4153223261509447,-1.0,0.20905968071866257,6,v1.0,10554101,2019-10-16,W-20190930,2019-09-30
